Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
P-458367,Kraft Paper Carry Bags,D-06/04/2009 08:05:56,5060181190704,TreeSaver,,Kraft Paper Carry Bags,"Paper carrier bag
carrier bag
small bag
medium bag
large bag
carry bags
handled carry bags
carrier bags with handles
Kraft",N,0.00,12.99,0.00,0,0.00,13,%,0.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,224751,N,N,
P-514867,La Cimbali Casadio Dieci Espresso Coffee Machine,D-15/06/2011 15:26:54,5060181190696,,,La Cimbali Casadio Dieci Espresso Coffee Machine,"La Cimbali
cimbali groups
casadio
casadio group
cimbali
casdadio dieci
deici coffee machine
dieci coffee machine",N,0.00,0.00,72.00,0,0.00,0,%,0.00,N,N,499999,N,0,D-00/00/0000,0.00,,N,Y,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call now for the best deal - 0800 865 4444,Y,N,,N,THE ALL NEW CASADIO DIECI ESPRESSO MACHINE - HIGH LEVEL GROUPS - WITH CIMBALI TECHNOLOGY,N,279434=>279435,N,N,
P-537394,La Cimbali Casadio Theo 64 AUT CEGrinder,D-24/11/2014 10:29:46,,,,La Cimbali Casadio Theo 64 AUT CE Grinder,"La Cimbali Casadio Theo 64 AUT CE Grinder
La Cimbali Grinder
Coffee Bean Grinder
Grinder
Cimbali Grinder",Y,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,500,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322125,N,N,
P-536659,Lakeland Semi Skimmed Milk Pots,D-22/08/2014 12:30:27,,,,Lakeland Semi Skimmed Milk Pots,"Lakeland Semi Skimmed Milk Pots
Flavia 
Flavia milk pots
semi skimmed milk pots
milk pots
half fat milk pots",N,0.00,4.99,0.00,0,0.00,5,%,0.00,N,N,99657,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320787,N,N,
P-537099,Lakeland Whole Milk Pots,D-22/10/2014 08:45:27,,,Lakeland Whole Milk Pots,Lakeland Whole Milk Pots,"Lakeland
Whole milk
Milk Pots
Milk",N,0.00,4.99,0.00,0,0.00,5,%,0.00,N,N,999944,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321520,N,N,
P-177957,Large Cappuccino Plain 12oz Cup & Saucer x 6,D-06/04/2009 08:05:46,5060181190698,PLAIN,1 x 6,Large Cappuccino Plain 12oz Cup & Saucer x 6,"12oz cup
cup and saucer
cappuccino cups
large cups
coffee cups
Large Cappuccino Plain 12oz Cup & Saucer x 6",N,0.00,30.00,0.00,0,0.00,30,%,0.00,Y,N,491,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,76633,N,Y,4=>27.50
P-179063,Latte Mug,D-06/04/2009 08:05:43,5060181190699,PLAIN,1 x 6,Latte Mug,"12oz cup
16oz cup
12oz mug
16oz mug
latte mug
coffee cup
coffee mug
mug",N,0.00,20.00,0.00,0,0.00,20,%,0.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,76917,N,Y,"3=>18.50,6=>16.99,12=>15.00"
P-521072,Lavazza Blue - Crema Gusto Dolce Pods,D-16/05/2012 14:38:48,,,,Lavazza Blue - Crema Gusto Dolce Pods,"lavazza blue
blue capsules
lavazza blue capsules
lavazza capsules
Lavazza Blue - Crema Gusto Dolce
pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,988,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290396,N,N,
P-521078,Lavazza Blue - Espresso Amablie Pods,D-16/05/2012 14:56:46,,,,Lavazza Blue - Espresso Amablie Pods,"lavazza blue
blue capsules
lavazza blue capsules
Lavazza Blue - Espresso Amablie
lavazza capsules
pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,971,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290393,N,N,
P-521071,Lavazza Blue - Espresso Decaffeinato Pods,D-16/05/2012 14:32:28,,,,Lavazza Blue - Espresso Decaffeinato Pods,"lavazza blue
blue capsules
lavazza blue capsules
lavazza capsules
Lavazza Blue - Espresso Decaffeinato
pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,995,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290397,N,N,
P-521074,Lavazza Blue - Espresso Delicato Pods,D-16/05/2012 14:47:34,,,,Lavazza Blue - Espresso Delicato Pods,"lavazza blue
blue capsules
lavazza blue capsules
lavazza capsules
Lavazza Blue - Espresso Delicato
pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,993,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290395,N,N,
P-521076,Lavazza Blue - Espresso Ricco Pods,D-16/05/2012 14:49:51,,,,Lavazza Blue - Espresso Ricco Pods,"lavazza blue
blue capsules
lavazza blue capsules
lavazza capsules
Lavazza Blue - Espresso Ricco
pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,997,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290394,N,N,
P-521077,Lavazza Blue - Tierra Pods,D-16/05/2012 14:52:56,,,,Lavazza Blue - Tierra Pods,"lavazza blue
blue capsules
lavazza blue capsules
lavazza capsules
Lavazza Blue - Tierra 100% Sustainable
Pods",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,N,996,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290392,N,N,
P-537396,Lavazza Blue Capsule Machine LB1000,D-24/11/2014 10:57:10,,,,Lavazza Blue Capsule Machine LB1000,"Lavazza Blue Capsule Machine LB1000
Lavazza Blue Capsule Machine
lavazza coffee machine
lavazza pod machine
disc machine lavazza
lavazza machine",N,0.00,299.99,0.00,0,0.00,300,%,0.00,N,N,1,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322126,N,N,
P-521070,Lavazza Blue Capsule Machine LB2302,D-16/05/2012 14:01:54,,,,Lavazza Blue Capsule Machine LB2302,"lavazza blue
lavazza capsule machine
capsule machine
lavazza coffee machine
lavazza capsules
blue coffee machine",N,0.00,699.99,0.00,0,0.00,700,Exact,495.00,Y,N,998,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,"NEW FROM LAVAZZA - LAVAZZA BLUE - 100% FRESH COFFEE EVERY TIME - NO FUSS, NO MESS, JUST BEAUTIFUL COFFEE.",N,290391,N,N,
P-521069,Lavazza Brown Sugar Sticks,D-16/05/2012 12:55:51,,,,Lavazza Brown Sugar Sticks,"lavazza sugar sticks
sugar sticks
brown sugar
brown sugar sticks
lavazza brown sugar
Lavazza Brown Sugar Sticks",N,0.00,13.29,0.00,0,0.00,13,%,0.00,N,N,996,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290390,N,N,
P-537408,Lavazza Crockery,D-24/11/2014 13:21:46,,,,Lavazza Crockery,Lavazza Crockery,Y,0.00,0.00,0.00,0,0.00,15,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,Y,,N,N,
P-523055,Lavazza DEK Decaf Ground Sachets,D-09/07/2012 11:27:13,,,,Lavazza DEK Decaf Ground Sachets,"Lavazza DEK Decaf Ground Sachets
filter coffee
decaf coffee
Lavazza decaf coffee
ground coffee
Lavazza",N,0.00,18.99,0.00,0,0.00,19,%,0.00,N,N,993,N,0,D-00/00/0000,0.00,,Y,Y,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,292921,N,N,
P-537400,Lavazza Double Wall Paper Cups 12oz,D-24/11/2014 11:42:12,,,,Lavazza Double Wall Paper Cups 12oz,"Lavazza Double Wall Paper Cups 12oz
lavazza 12oz double wall cups
lavazza double wall cups",Y,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,500,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322128,N,N,
P-537401,Lavazza Double Wall Paper Cups 8oz,D-24/11/2014 11:49:30,,,,Lavazza Double Wall Paper Cups 8oz,"Lavazza Double Wall Paper Cups 8oz
lavazza double wall cup
8oz double wall cup",Y,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322128,N,N,
P-537414,Lavazza ESE Pod - Decaf,D-24/11/2014 14:44:35,,,,Lavazza ESE Pod - Decaf,"Lavazza ESE Pod - Decaf
ese pods
lavazza pods
lavazza ese coffee pods",Y,0.00,16.49,0.00,0,0.00,17,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322143,N,N,
P-521065,Lavazza Gold Selection Coffee Beans 6Kg,D-16/05/2012 11:08:06,,Lavazza,,Lavazza Gold Selection Coffee Beans,"lavazza Gold 
lavazza coffee
lavazza beans
lavazza coffee beans
lavazza Espresso
Lavazza Gold Selection Coffee Beans
Gold Selection Coffee Beans",N,0.00,73.50,6.00,0,0.00,74,%,0.00,N,N,997,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290387,N,N,
P-523186,Lavazza Gran Filtro - Filter Coffee,D-16/07/2012 12:15:40,,Lavazza,,Lavazza Gran Filtro - Filter Coffee,"lavazza coffee
filter coffee
lavazza gran filtro
gran filter coffee
gran filtro
Lavazza Gran Filtro - Filter Coffee",N,0.00,32.49,0.00,0,0.00,32,Exact,0.00,N,N,499825,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,Y,LAVAZZA'S BEST SELLING FILTER COFFEE.,N,293506,N,Y,"2=>31.99,5=>31.49,10=>30.00"
P-521063,Lavazza Grand Espresso Coffee Beans 6Kg,D-16/05/2012 10:44:00,,Lavazza,,Lavazza Grand Espresso Coffee Beans,"lavazza grand espresso
lavazza coffee
lavazza beans
lavazza coffee beans
lavazza Espresso
grand espresso",N,0.00,63.99,6.00,0,0.00,64,%,0.00,N,N,499776,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290387,N,N,
P-537417,Lavazza Grande Ristorazione Beans 6Kg,D-24/11/2014 15:59:48,,Lavazza,,Lavazza Grande Ristorazione Beans,"Lavazza Grande Ristorazione Beans
lavazza coffee beans
lavazza espresso beans 
Grande Ristorazione Beans
coffee beans 
lavazza beans",N,0.00,63.00,0.00,0,0.00,63,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322144,N,N,
P-521088,Lavazza Paper Coffee Cups,D-16/05/2012 16:57:27,,,,Lavazza Paper Coffee Cups,"lavazza cups
paper cups
lavazza paper cups
paper coffee cups
lavazza coffee
Lavazza Paper Coffee Cups
4oz cup
8oz cup
9oz cup
10oz cup
12oz cup
Lavazza",N,0.00,39.99,0.00,0,0.00,40,%,0.00,Y,N,55320,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290398,N,N,
P-521066,Lavazza Pienaroma Coffee Beans 6Kg,D-16/05/2012 11:13:13,,Lavazza,,Lavazza Pienaroma Coffee Beans,"lavazza pienaroma espresso
lavazza coffee
lavazza beans
lavazza coffee beans
lavazza Espresso
Lavazza Pienaroma Coffee Beans",N,0.00,88.50,6.00,0,0.00,89,%,0.00,N,N,499933,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290387,N,N,
P-522640,Lavazza Shortbread Biscuits,D-28/06/2012 11:05:29,,,,Lavazza Shortbread Biscuits,"shortbread biscuits
lavazza
lavazza biscuits
biscuits
saucer biscuits
Lavazza Shortbread Biscuits",N,0.00,10.99,0.00,0,0.00,11,%,0.00,N,N,499650,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,292920,N,Y,"5=>10.90,10=>10.75,25=>10.49,50=>9.99"
P-521067,Lavazza Super Crema Coffee Beans 6Kg,D-16/05/2012 11:18:14,,Lavazza,,Lavazza Super Crema Coffee Beans,"lavazza Super Crema espresso
lavazza coffee
lavazza beans
lavazza coffee beans
lavazza Espresso
Lavazza Super Crema Coffee Beans",N,0.00,66.35,0.00,0,0.00,66,%,0.00,N,N,499263,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,Y,Best Seller,N,,N,290387,N,N,
P-521064,Lavazza Tierra Arabica Coffee Beans 6Kg,D-16/05/2012 10:58:10,,Lavazza,,Lavazza Tierra Arabica Coffee Beans,"lavazza grand espresso
lavazza coffee
lavazza beans
lavazza coffee beans
lavazza Espresso
Lavazza Tierra Arabica Coffee Beans",N,0.00,75.96,6.00,0,0.00,76,%,0.00,N,N,499892,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290388,N,N,
P-521068,Lavazza White Sugar Sticks,D-16/05/2012 12:52:01,,,,Lavazza White Sugar Sticks,"white sugar
white sugar sticks
sugar sticks
lavazza sugar
lavazza
Lavazza White Sugar Sticks",N,0.00,9.39,0.00,0,0.00,9,%,0.00,N,N,499905,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,290389,N,N,
P-537404,Lipton Black Tea English Breakfast,D-24/11/2014 12:07:06,,,,Lipton Black Tea English Breakfast,"Lipton Black Tea English Breakfast
lipton
lipton tea
lipton english breakfast tea",N,0.00,11.68,0.00,0,0.00,12,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322129,N,N,
P-537407,Lipton Black Tea Forest Fruits,D-24/11/2014 12:30:22,,,,Lipton Black Tea Forest Fruits,"Lipton Black Tea Forest Fruits
lipton fruit teas
lipton black forrest fruits tea
black forrest fruit tea
lipton tea",N,0.00,11.68,0.00,0,0.00,12,%,0.00,N,N,500,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322130,N,N,
P-537405,Lipton Camomile Herbal Tea,D-24/11/2014 12:22:08,,,,Lipton Camomile Herbal Tea,"Lipton Camomile Herbal Tea
camomile tea
lipton herbal teas
lipton tea
herbal tea
lipton",N,0.00,11.68,0.00,0,0.00,12,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322132,N,N,
P-537406,Lipton Peppermint Herbal Tea,D-24/11/2014 12:25:56,,,,Lipton Peppermint Herbal Tea,"Lipton Peppermint Herbal Tea
peppermint herbal tea
peppermint tea
lipton herbal tea
herbal tea",N,0.00,11.68,0.00,0,0.00,12,%,0.00,N,N,500,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,322131,N,N,
P-489830,Long Handled Latte Spoons,D-06/01/2010 15:30:54,5060181190691,,,Long Handled Latte Spoons,"latte spoons
long spoons
long handled spoons
spoons
spoon
metal spoon",N,0.00,9.99,0.00,0,0.00,10,%,0.00,Y,N,499903,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,Brand New To Garraways For 2010,N,259040,N,Y,"3=>9.49,5=>8.99"
P-364792,Loose Leaf Teas,D-06/04/2009 08:05:53,5060181190698,Garraways,,Loose Leaf Teas,"Fresh Leaf Teas
loose tea
tea leaves
leaf tea",Y,0.00,7.99,0.00,0,0.00,9,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,139715,N,N,
P-66126,Lotus Caramelised Biscoff Biscuits,D-06/04/2009 08:05:39,5060181190691,Lotus,,Lotus Caramelised Biscoff Biscuits,"Lotus Biscuits
biscoff
biscuits
Lotus
Saucer biscuit",N,0.00,9.49,0.00,0,0.00,9,Exact,8.99,N,N,493773,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,Y,BEST SELLER,N,,N,318182=>195840,N,Y,"10=>8.90,20=>8.65,25=>8.40,50=>8.05,100=>7.80,200=>7.55"
P-514078,Matrix Mini Magnum Hot Drink Vending Machine,D-05/05/2011 09:25:26,5060181190706,,,Matrix Mini Magnum Hot Drink Vending Machine,"matrix
coffee machine
mini magnum
matrix coffee machine
magnum
vending machine",N,0.00,0.00,0.00,0,0.00,0,Exact,0.00,N,N,499998,N,0,D-00/00/0000,0.00,,N,Y,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call now for the best deal - 0800 865 4444,Y,N,,N,"All the features you have come to expect from a Matrix machine now with an all new intuitive control panel, increased capacity and enhanced features at an even more competitive price!",N,278148,N,N,
P-69760,Matrix Mini Monarch Hot Drink Vending Machine,D-06/04/2009 08:05:34,506018/226337,Matrix,,Matrix Mini Monarch Hot Drink Vending Machine,"matrix
coffee machine
mini monarch
matrix coffee machine
Matrix Mini Monarch
Vending machines",N,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,2147483647,N,0,D-00/00/0000,0.00,,N,Y,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call now for the best deal - 0800 865 4444,Y,N,,N,,N,256155,N,N,
P-177956,Medium Cappuccino Plain 9oz Cup & Saucer x 6,D-06/04/2009 08:05:46,5060181190692,PLAIN,1 x 6,Medium Cappuccino Plain Porcelain 9oz Cups & Saucers x 6,"9oz cup
cappuccino cup
cup and saucer
Medium Cappuccino Plain 9oz Cup & Saucer x 6
cups
mugs
coffee cups
cappuccino cups",N,0.00,25.00,0.00,0,0.00,25,%,0.00,Y,N,2147483272,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,76631,N,Y,4=>23.50
P-537369,Metal Coffee Tamper,D-21/11/2014 10:36:51,,,,Metal Coffee Tamper,"Metal Coffee Tamper
tamper
coffee tamper
coffee ground tamper",N,0.00,14.99,0.00,0,0.00,15,%,0.00,Y,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,255892,N,N,
P-537334,Milfresh Gold Granulated Skimmed Milk Powder,D-17/11/2014 12:17:03,,10 x 500g,,.,"Milfresh Gold Granulated Skimmed Milk Powder
powdered milk
instant milk powder
milk powder
milk whitener
milfresh gold milk",Y,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321937,N,N,
P-442375,Milk Chocolate Shavings,D-06/04/2009 08:06:05,5060181190692,Garraways,1 Kilo,Belgian Milk Chocolate Delicately Shaved - Not Cheap Chocolate Imitations,"1 kilo
chocolate shavings
chocolate curls
chocolate
toppings
Milk Chocolate Shavings",N,0.00,12.49,0.00,0,0.00,12,%,0.00,Y,N,2147482769,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,205862,N,Y,"2=>12.25,4=>11.99,8=>11.49,20=>10.99"
P-537127,Milk Creamer from Milk,D-24/10/2014 14:37:55,,Single,970788,Milk Creamer from Milk,"Milk
Creamer from Milk
tassimo milk
tassimo milk creamer from milk",N,0.00,3.19,0.00,0,0.00,3,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321762,N,N,
P-537202,Milk Creamer From Milk,D-03/11/2014 10:48:05,,Case,,Milk Creamer From Milk,"Milk Creamer From Milk
whitener
whitener pods
milk pods
tassimo milk pods
pods of milk
pods of whitener",N,0.00,14.95,0.00,0,0.00,15,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321762,N,N,
P-460224,Milk Frothing Spatula,D-06/04/2009 08:05:33,5060181190693,,,Milk Frothing Spatula,"Milk Frothing Spatula
frothing tools
spatula
jug spatula",N,0.00,3.29,0.00,0,0.00,3,%,0.00,Y,N,99999,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,229220,N,Y,"3=>3.15,5=>3.10,10=>2.99"
P-519051,Milk To Perfection Foaming Jug,D-26/01/2012 14:08:27,5060181190695,,,Milk To Perfection Foaming Jug,"FOAMING JUG
FROTHING JUG
milk jug
Milk To Perfection Foaming Jug
milk frothing jug
milk foaming jug",N,0.00,19.99,0.00,0,0.00,20,%,0.00,Y,N,499969,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy Now...,Normal,,,,,,,,,,,,,,,Y,N,,N,BRAND NEW - PERFECT MILK FROTH EVERYTIME,N,310530,N,N,
P-396258,MilkShake Glasses,D-06/04/2009 08:05:53,,,,MilkShake Glasses,"soda glass
12oz milkshake glass
milkshake glass
dinkum milkshake glass
dinkum shmoo milkshake glass
MilkShake Glasses",N,0.00,29.99,0.00,0,0.00,30,%,0.00,Y,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,155637,N,N,
P-95464,Millac Maid Semi Skimmed Milk Pots,D-06/04/2009 08:05:44,5060181190704,Prichet Foods,GREEN,Millac Maid Half Fat Milk Pots,"milk pot
semi skimmed milk
UHT milk
long life milk
half fat milk",Y,0.00,4.99,0.00,0,0.00,4,%,0.00,N,N,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,70022,N,Y,"10=>4.95,25=>4.85,50=>4.75,100=>4.50,240=>4.25"
P-94197,Millac Maid Whole Milk Pots,D-06/04/2009 08:05:43,5060181190696,Prichet Foods,,Millac Maid Whole Milk Pots,"milk pot
whole milk
UHT milk
long life milk",Y,0.00,4.99,0.00,0,0.00,5,%,0.00,N,N,8,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,80536,N,Y,"10=>4.95,25=>4.85,50=>4.75,100=>4.50,240=>4.25"
P-537184,Mini Chocolate Chip Cantuccini,D-31/10/2014 17:44:29,,,,Mini Chocolate Chip Cantuccini,"Mini Chocolate Chip Cantuccini
cantuccini
coffee biscuits
Chocolate biscuits
Italian Cantuccini
italian biscuits
biscuits
chocolate chip biscuits 
Saucer Biscuits",N,0.00,24.99,0.00,0,0.00,25,%,0.00,N,N,50,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,New to Garraways,N,321837,N,N,
P-180599,Mini Marshmallows,D-06/04/2009 08:05:46,5060181190697,,,Mini Marshmallows,"marshmallows
mini marshmallows
toppings",N,0.00,6.49,0.00,0,0.00,6,%,0.00,Y,N,2147480150,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,78341,N,Y,"4=>6.45,8=>6.25,16=>5.75,24=>5.49,40=>5.25,80=>4.99"
